id,member_id,CLI,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
1059319,1291122,22875, 60 months,19.03,593.77,E,E2,Ernst & Young LLP,4 years,MORTGAGE,235000,Verified,Charged Off,n,The funds will be used to consolidate outstanding credit card debt and pay-off a car loan. I believe I am a quality borrower because I have a stable job with and have been in the same industry for over eleven years. I have a high income and my income will continue to rise as I near a promotion in the next two years. I have lived in the same town for twenty-five years and I am active in the community and I coach youth athletics. I have never missed a payment or had a late payment.,credit_card,Debt Consolidation,913xx,CA,14.08,0,Jul-92,0,,,13,0,42936,83.8,31,f,0,0,19075.97,19075.97,6337.11,7318.78,0,5420.08,921.4136,13-Dec,31.28,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059274,1290878,21000, 60 months,14.65,495.74,C,C3,DCP Midstream,4 years,MORTGAGE,70000,Verified,Current,n,"  Borrower added on 12/13/11 > We are trying to pay off all debt with the higher intrest rates, and would like to be debt free.  <br><br>  Borrower added on 12/16/11 > Our goal is to pay off all debt and be debt free. Thank you for your investment.<br>",credit_card,Breathing room,739xx,OK,20.11,0,Apr-96,1,,,8,0,23080,59.9,24,f,5503.16,5503.16,23804.54,23804.54,15496.83,8307.71,0,0,0,15-Dec,495.74,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059291,1290894,8225, 60 months,17.58,206.99,D,D4,ideal housekeeping,10+ years,RENT,78000,Not Verified,Charged Off,n,,debt_consolidation,consolidation loan,949xx,CA,13.18,0,May-94,1,,,12,0,8038,45.2,21,f,0,0,6353.86,6353.86,2820.19,2730.3,0,803.37,7.651299999,14-Mar,206.99,,14-Aug,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059280,1290884,6000, 36 months,10.65,195.44,B,B2,Camden Clark Medical Center,10+ years,RENT,24000,Source Verified,Fully Paid,n,,debt_consolidation,Pay off Credit cards loan,261xx,WV,11.75,0,2-Feb,1,,,8,0,6739,49.6,12,f,0,0,7034.178269,7034.18,6000,1034.18,0,0,0,14-Dec,202.62,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059284,1290887,20000, 60 months,20.3,533.23,E,E5,Morgan Stanley,5 years,MORTGAGE,51750,Verified,Current,n,  Borrower added on 12/06/11 > I plan to use loan to consolidate bills. I pay my bills on time and my job is stable I have been on this job for 5 years and the last job i had was there for 7 years. <br> Borrower added on 12/08/11 > With the loan I will be able to pay off my bills and have one payment each month coming directly from my bank account. I am hard worker and pay bills on time.<br> Borrower added on 12/09/11 > my monthly budget is mortgage is $1040.00 including taxes. my electricity and gas bill monthly is between 50-65. cable bill is 145. cell phone is $45.<br><br> Borrower added on 12/09/11 > I am a hard worker and put myself through college. The loan will help me be able to get my financial future back on track and pay one bill monthly. The funds will be used to pay off credit card and medical bills. I am dedicated to getting my finances back on track and improving my credit score <br><br>  Borrower added on 12/15/11 > With the loan I am trying to be credit card free and to concentrate on paying one bill monthly. <br>,debt_consolidation,debit consolidation ,073xx,NJ,18.97,0,Jun-97,0,,,18,0,19557,92.5,29,f,5761.56,5754.29,25562.28,25530.46,14238.45,11323.83,0,0,0,15-Dec,533.23,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059362,1290976,6000, 36 months,14.65,206.97,C,C3,target logistics,< 1 year,MORTGAGE,57600,Not Verified,Fully Paid,n,  Borrower added on 12/06/11 > nedd to pay off some bills and stay with only one payment<br><br> Borrower added on 12/06/11 > i want to pay off some bills and just make one payment<br>,other,pa off bills,799xx,TX,23.42,0,7-Aug,2,,,13,0,6193,52.9,17,f,0,0,7449.647199,7449.65,6000,1449.65,0,0,0,15-Jan,5.86,,15-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059262,1290866,7150, 36 months,12.69,239.85,B,B5,U.S. House of Representatives,1 year,RENT,50000,Source Verified,Fully Paid,n,  Borrower added on 12/08/11 > consolidating my debt into one easy payment per month<br>,credit_card,Erase my debt!,222xx,VA,24.6,0,1-Oct,1,,,18,0,11439,70.8,32,f,0,0,8256.97,8256.97,7150,1106.97,0,0,0,13-Sep,2110.22,,15-Mar,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059409,1291025,13000, 60 months,19.42,340.24,E,E3,Rexnord Industries,7 years,RENT,55000,Not Verified,Charged Off,n,"  Borrower added on 12/06/11 > I'm not sure what I'm supposed to put here. I'm paying off a handful of credit cards here, including JC Penney, Kohls, Pay Pal, Capital One, Walmart, Dell, two Chase accounts, and two Household Bank accounts. I realize that I'm taking a $650 loss on this to start; the hope is that in the end, I will achieve a marginal savings.<br>",credit_card,Credit Card Consolidation Loan,244xx,VA,19.09,0,2-Jan,1,,,17,0,10520,47.8,35,f,0,0,7825.52,7825.52,3576.75,4233.36,0,15.41,0,13-Nov,340.24,,13-Nov,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1057384,1288940,32000, 36 months,6.62,982.52,A,A2,Pierpont Securities,2 years,RENT,120000,Verified,Fully Paid,n,,small_business,New Business,069xx,CT,6.07,0,Mar-69,0,,,13,0,1967,5.2,23,f,0,0,35368.03034,35368.03,32000,3368.03,0,0,0,14-Dec,1001.15,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058892,1290489,8000, 36 months,15.27,278.39,C,C4,GREEN CHOICE LIVING,2 years,OWN,108000,Not Verified,Charged Off,n,  Borrower added on 12/06/11 > minor home improvements<br> Borrower added on 12/07/11 > i have been employed in the same industry without any lapse of employment since 1995. I have never been late on a loan payment<br>,house,HOME IMPROVEMENT,906xx,CA,12.48,0,1-Dec,1,,,12,0,10957,81.8,19,f,0,0,3394.06,3394.06,2064.97,988.52,0,340.57,3.32,12-Nov,278.39,,14-Apr,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059282,1266223,15500, 60 months,13.49,356.58,C,C1,The Bowery Hotel,4 years,RENT,40000,Source Verified,Current,n,,debt_consolidation,Debt Consolidation Loan,112xx,NY,11.19,0,Nov-98,2,,,6,0,17554,57,8,f,3988.09,3988.09,17104.66,17104.66,11511.91,5592.75,0,0,0,15-Dec,356.58,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1052360,1284117,7000, 36 months,8.9,222.28,A,A5,RML Specialty Hospital Hinsdale,< 1 year,RENT,97600,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > I will be using these funds to pay down higher interest rate credit card debt.<br>,credit_card,Credit Card,606xx,IL,7.97,0,Jun-94,0,,,9,0,25060,91.8,20,f,0,0,8000.176789,8000.18,7000,1000.18,0,0,0,14-Dec,230.52,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059251,1290855,12000, 36 months,6.62,368.45,A,A2,SOCIAL SECURITY ADMINSTRATION,10+ years,MORTGAGE,70800,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > DEBT CONSOLIDATION AND HOME IMPROVEMENT<br>,debt_consolidation,DEBT CONSOLIDATION ,641xx,MO,7.76,0,Jun-75,1,,,9,0,19129,61.9,36,f,0,0,12961.28,12961.28,12000,961.28,0,0,0,13-Jul,6348.39,,14-Feb,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059227,1290830,10400, 36 months,14.65,358.74,C,C3,Houston ISD,10+ years,RENT,45000,Source Verified,Fully Paid,n,,credit_card,Cards,770xx,TX,11.31,0,5-Jan,1,,,7,0,6562,61.9,8,f,0,0,12912.07214,12912.07,10400,2512.07,0,0,0,14-Dec,366.57,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059236,1290838,12000, 36 months,12.69,402.54,B,B5,,2 years,RENT,60000,Verified,Fully Paid,n,  Borrower added on 12/10/11 > Planning to use the funds to pay off my credit cards that I overused durring college.  I work for my family and have a steady management job.  I have never been late on a bill payment.  I am a good person looking to clear this issue up once and for all.  I appreciate your help.  Have a good day.<br>,credit_card,Installment Loan,060xx,CT,18.38,0,5-Mar,0,,,6,0,16464,89.5,6,f,0,0,14425.38571,14425.39,12000,2425.39,0,0,0,14-Jul,2366.09,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1042427,1272507,5050, 60 months,11.71,111.6,B,B3,I-sys Corporation,3 years,MORTGAGE,88000,Source Verified,Current,n,  Borrower added on 12/08/11 > Boat purchase<br>,wedding,Boat Loan,957xx,CA,3.25,1,Jan-97,0,19,,7,0,5791,51.1,20,f,1263.76,1263.76,5347.18,5347.18,3786.23,1560.95,0,0,0,15-Dec,111.6,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059210,1290814,16000, 36 months,16.29,564.81,D,D1,John Deere,10+ years,MORTGAGE,74000,Source Verified,Fully Paid,n,,credit_card,Credit Card Loan,660xx,KS,15.84,0,Mar-85,1,43,,10,0,20747,85.7,22,f,0,0,20218.04262,20218.04,16000,4218.04,0,0,0,14-Jul,3286.74,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059174,1290775,4500, 36 months,10.65,146.58,B,B2,Department of Homeland Security,2 years,RENT,91500,Source Verified,Fully Paid,n,,credit_card,Citi Card,201xx,VA,11.67,0,4-Nov,1,,,13,0,6837,48.5,20,f,0,0,5162.43,5162.43,4500,662.43,0,0,0,13-Nov,1944.92,,13-Nov,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1057064,1288618,5000, 36 months,12.42,167.08,B,B4,Four Seasons Association,2 years,RENT,42500,Source Verified,Fully Paid,n,,debt_consolidation,Dedt Consolidation ,617xx,IL,16.69,0,Jan-93,2,,,8,0,26722,83.2,15,f,0,0,6013.514081,6013.51,5000,1013.51,0,0,0,14-Dec,171.43,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059199,1290801,3600, 36 months,16.29,127.09,D,D1,LEDIC Management Group,6 years,RENT,45000,Source Verified,Fully Paid,n,,major_purchase,Unexpected Expense,300xx,GA,22.05,0,4-Jun,0,,,6,0,7947,99.3,22,f,0,0,4574.034431,4574.03,3600,974.03,0,0,0,15-Jan,4,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1048482,1279818,18550, 60 months,20.3,494.57,E,E5,waste management,8 years,RENT,75000,Source Verified,Current,n,  Borrower added on 12/07/11 > By consolidating i will save $150 a month instead of minimun cc payments. My job is secure for the duration of the loan our contract with the county just extended for 7 years. I also am always on time with my bills . This is a great oppurtunity for me to acheive financal freedom.<br>,debt_consolidation,myroad2freedom,342xx,FL,18.77,0,Jun-00,0,,,11,0,16788,71.4,15,f,5338.96,5338.96,23719.86,23719.86,13211.04,10508.82,0,0,0,15-Dec,494.57,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058946,1290744,21000, 36 months,13.49,712.54,C,C1,Newark Public Schools,10+ years,MORTGAGE,103000,Verified,Fully Paid,n,,debt_consolidation,Consolidation,088xx,NJ,12.41,0,Mar-96,1,,,8,0,22431,86.2,31,f,0,0,25505.7397,25505.74,21000,4505.74,0,0,0,14-Oct,521.2,,15-Sep,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059186,1290787,7000, 36 months,14.27,240.17,C,C2,,2 years,RENT,42000,Not Verified,Fully Paid,n,,small_business,Small Business Loan,600xx,IL,11.09,0,7-Dec,1,,,12,0,1086,9.3,19,f,0,0,7485.82,7485.82,7000,470.82,14.99925839,0,0,12-Jul,17.99,,12-Jul,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059120,1290934,17475, 60 months,7.9,353.5,A,A4,NYC Deparment Of Corrections,8 years,MORTGAGE,90000,Verified,Current,n,,home_improvement,Home improvement,104xx,NY,8.44,0,Dec-00,0,,,10,0,7184,52.7,18,f,4096.87,4090.95,16924.3,16900.17,13378.13,3546.17,0,0,0,15-Dec,353.5,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1050101,1281543,17350, 60 months,12.69,392.02,B,B5,MIT Lincoln Labs,< 1 year,MORTGAGE,63000,Verified,Fully Paid,n,"  Borrower added on 12/16/11 > Mortgage: $170407 $1221/mo 5.37%,,$29,277  $251.42/mo 8.875%<br>Auto: $4719 $124.69/mo 6%<br>Credit Cards: $4227.42 $123/mo 24.98%,,$4476.81 $141/mo 25.99%<br>        $7489 $224/mo 18/%,,$9000 $170/mo 10.4%<br>        $1275.75 $40/mo 11.9%,,$4866 $141/mo 11.9%<br><br> Borrower added on 12/16/11 > I am applying for this loan so that I can pay off high interest credit card debt in an effort to be debt free from credit cards within the next 5 years.<br>",debt_consolidation,debt consolidation ,018xx,MA,19.92,0,Jun-95,0,,,13,0,25261,50.2,30,f,0,0,23148.63001,23115.27,17350,5798.63,0,0,0,15-Oct,5507.73,,15-Nov,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059128,1290942,7000, 60 months,8.9,144.97,A,A5,,n/a,MORTGAGE,25000,Not Verified,Current,n,  Borrower added on 12/07/11 > I have always paid my debts on time and some paid off early . I am honest to a fault and would never ever not repay a debt !<br>,debt_consolidation,free at last,275xx,NC,15.17,0,Jul-84,0,,,8,0,14469,62.9,17,f,1679.43,1679.43,6928.92,6928.92,5320.57,1608.35,0,0,0,15-Dec,144.97,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058958,1290759,15000, 36 months,7.9,469.36,A,A4,Mandarin Oriental Hotel Group,1 year,RENT,35000,Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation Loan,021xx,MA,17.73,0,Jun-00,0,64,,6,0,11550,61.3,23,f,0,0,16730.08958,16730.09,15000,1730.09,0,0,0,14-Feb,5003.63,,15-Sep,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1032427,1261865,2250, 36 months,13.49,76.35,C,C1,GoodNeighbor Assisting Living,6 years,RENT,16000,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > The loan is to pay other credit cards.<br>,credit_card,finish,850xx,AZ,18.75,0,Sep-00,0,34,,7,0,7528,61.2,14,f,0,0,2746.895449,2746.9,2250,496.9,0,0,0,14-Dec,80.89,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058956,1290757,17050, 36 months,12.42,569.74,B,B4,,10+ years,MORTGAGE,53000,Verified,Fully Paid,n,  Borrower added on 12/06/11 > Right now I'm paying $1205 per month on $16000 balance with four<br>lenders. This will bring me a savings of $637 per month. Thank you.<br>,debt_consolidation,Debt Consolidation Loan,300xx,GA,23.64,0,Sep-95,1,42,,8,0,17414,59.4,28,f,0,0,20507.01437,20507.01,17050,3457.01,0,0,0,14-Dec,581.19,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058959,1290760,16500, 36 months,16.77,586.39,D,D2,Edge Auto Rental,2 years,RENT,110000,Verified,Fully Paid,n,"  Borrower added on 12/06/11 > This is to consolidate my bills and pay a much lower APR than I am currently getting from my credit cards.<br><br> Borrower added on 12/06/11 > This is a debt consolidation loan with a better APR than my credit cards are giving me. This monthly payment is an easy one for me - in fact, I'll probably pay it off a little early.<br>",debt_consolidation,The last and only one,100xx,NY,10.22,0,Jul-95,1,70,,12,0,22329,70.2,25,f,0,0,21102.58629,21102.59,16500,4602.59,0,0,0,14-Dec,604.94,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058952,1290751,35000, 60 months,19.91,925.54,E,E4,Havertys Fyrniture,4 years,MORTGAGE,69000,Verified,Current,n,  Borrower added on 12/06/11 > Thank you  <br>,home_improvement,Home Improvement Loan,300xx,GA,9.41,0,6-Jan,2,,,7,0,22921,70.7,17,f,9998.33,9991.18,44419.68,44387.98,25001.66,19418.02,0,0,0,15-Dec,925.54,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1055920,1287496,3250, 36 months,12.42,108.6,B,B4,Drivelines Retail Merchandiser,< 1 year,RENT,16000,Source Verified,Fully Paid,n,  Borrower added on 12/07/11 > For paying off some credit cards and having a little extra cash for Christmas. <br> Borrower added on 12/07/11 > WalMart Cato's Fashion and First Premier credit cards and then get some Christmas presents. <br>,debt_consolidation,Personal,286xx,NC,19.13,0,Dec-99,2,,,12,0,9422,70.8,30,f,0,0,3923.835683,3923.84,3250,658.84,15,0,0,15-Jan,18.86,,15-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059103,1290916,7000, 36 months,7.9,219.04,A,A4,southrenmultyfood,4 years,MORTGAGE,38400,Not Verified,Fully Paid,n,  Borrower added on 12/07/11 > I always on time pays my bills<br> Borrower added on 12/08/11 > I have good stable job <br>,credit_card,credit card payment,759xx,TX,9.34,0,5-Dec,1,,,7,0,6736,26.5,10,f,0,0,7792.28,7792.28,7000,792.28,0,0,0,14-Jan,2542.19,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059046,1290655,24000, 36 months,11.71,793.83,B,B3,Mister Sparky,3 years,MORTGAGE,80000,Verified,Fully Paid,n,  Borrower added on 12/08/11 > using this for debt relief. have never been late for any of my payments. have an excellent solid job. <br>,debt_consolidation,debt relief,083xx,NJ,13.26,0,Apr-98,1,,,8,0,23236,66.4,33,f,0,0,28530.6625,28434.18,24000,4530.66,0,0,0,14-Sep,3175.71,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058943,1290741,13200, 36 months,16.77,469.11,D,D2,HEALTHCARE PLUS CORP.,6 years,RENT,80952,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > To all investors thanmk you for funding this loan and paving the way to freeing myself from credit card debt. I have a stable job and always pay my debts on time. So be rest assured that any loan proceeds given will be paid on time.<br>,credit_card,Freddom from credit card,606xx,IL,12.79,0,5-Sep,0,,,12,0,16560,84.1,17,f,0,0,16881.45095,16881.45,13200,3681.45,0,0,0,14-Dec,485.74,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059100,1290913,22750, 36 months,8.9,722.39,A,A5,Rettew Associates,6 years,OWN,65000,Verified,Fully Paid,n,,debt_consolidation,Consolidate,180xx,PA,10.45,0,Nov-00,1,,,7,0,23869,52.8,32,f,0,0,23699.46,23673.42,22750,949.46,0,0,0,12-Jun,20092.09,,12-Jul,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058926,1290724,12000, 36 months,8.9,381.04,A,A5,Discovery Shutters & Shadings,10+ years,RENT,70000,Not Verified,Fully Paid,n,  Borrower added on 12/08/11 > I have a very stable job and I am looking forward in consolidating my debt to move forward in life. This will be such a help financially and cannot wait for the 3 year mark of being debt free. Thank you for your help.<br>,debt_consolidation,Consolidation,952xx,CA,6.02,0,1-Sep,0,33,,9,0,12411,50,31,f,0,0,13715.3345,13715.33,12000,1715.33,0,0,0,14-Dec,391.93,,15-Oct,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1034052,1263632,30000, 36 months,10.65,977.2,B,B2,,7 years,MORTGAGE,175000,Source Verified,Fully Paid,n,,debt_consolidation,Consolidation,752xx,TX,17.15,0,Oct-93,1,,,12,0,26103,56.9,47,f,0,0,35176.93541,35176.94,30000,5176.94,0,0,0,14-Dec,986.38,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1057403,1288960,1200, 36 months,12.69,40.26,B,B5,san gabriel transit inc,8 years,RENT,34000,Not Verified,Charged Off,n,,vacation,christmas,912xx,CA,13.41,0,Jan-00,1,,,6,0,9040,94.2,30,f,0,0,240.78,240.78,169.31,71.47,0,0,0,12-Jun,40.26,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058924,1290722,4800, 36 months,8.9,152.42,A,A5,America's Second Harvest Big Bend,< 1 year,RENT,35000,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > Looking to pay off a high interest credit card.<br>,debt_consolidation,High interest credit card,323xx,FL,14.95,0,Mar-97,0,,,11,0,16237,49.7,20,f,0,0,5485.78897,5485.79,4800,685.79,0,0,0,14-Dec,158.37,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058885,1290482,18000, 60 months,20.89,485.85,F,F1,Friedmans Home Improvement,10+ years,RENT,60000,Verified,Current,n,,debt_consolidation,Debt Consolidation Loan,954xx,CA,20.74,0,Jun-99,2,,,8,0,12411,94.7,19,f,5232.44,5225.13,23294.02,23261.75,12767.56,10526.46,0,0,0,15-Dec,485.85,16-Feb,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058877,1290474,7200, 36 months,8.9,228.63,A,A5,Allen Clark Financial Services LLC,10+ years,RENT,35000,Source Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation Loan,930xx,CA,15.02,0,1-Sep,1,,,12,0,18323,68.1,23,f,0,0,8229.372295,8229.37,7200,1029.37,0,0,0,14-Dec,233.82,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059041,1290650,15000, 36 months,9.91,483.38,B,B1,Navigation Solutions,2 years,OWN,35000,Not Verified,Fully Paid,n,  Borrower added on 12/06/11 > Debt consolidation<br>,debt_consolidation,loan,941xx,CA,15.15,0,Oct-00,1,,,10,0,15872,52.9,17,f,0,0,17397.22853,17397.23,15000,2397.23,0,0,0,14-Dec,503.11,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059039,1290648,10500, 36 months,15.27,365.38,C,C4,AT&T,10+ years,RENT,60000,Source Verified,Fully Paid,n,,debt_consolidation,debt free,911xx,CA,9.92,0,Sep-90,1,58,,7,0,15905,80.7,13,f,0,0,13146.49754,13146.5,10500,2646.5,0,0,0,14-Dec,385.76,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1059024,1290633,15000, 60 months,17.27,374.97,D,D3,COUNTRY VILLA HEALTH CARE NOVATO,1 year,OWN,75000,Not Verified,Fully Paid,n,  Borrower added on 12/06/11 > Payoff high interest loan<br><br>  Borrower added on 12/16/11 > Payoff credit cards<br>,other,Personal,945xx,CA,16.21,0,5-Jul,0,,,9,0,10219,74.9,18,f,0,0,16459.91,16459.91,14999.99,1459.92,0,0,0,12-Jul,14214.57,,12-Aug,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1054453,1286084,5000, 36 months,7.9,156.46,A,A4,Passages Hospice,< 1 year,MORTGAGE,66000,Source Verified,Charged Off,n,  Borrower added on 12/08/11 > This business loan will be used to purchase automotive shop equipment.  I have a stable full time job and an excellent credit history.<br>,small_business,Small Business Loan,601xx,IL,7.75,0,Jan-00,3,,,11,0,16396,47.9,20,f,0,0,4063.28,4063.28,3486.91,576.37,0,0,0,14-Feb,156.46,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058814,1290409,12800, 60 months,13.49,294.47,C,C1,"Cydcor, Inc.",6 years,RENT,77000,Verified,Fully Paid,n,,debt_consolidation,Debt Consolidation Loan,606xx,IL,8.74,0,3-Dec,0,,,8,0,14334,70.1,12,f,0,0,15957.51229,15957.51,12800,3157.51,0,0,0,14-May,748.58,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058830,1290408,4000, 36 months,8.9,127.02,A,A5,self,3 years,MORTGAGE,62000,Not Verified,Fully Paid,n,"  Borrower added on 12/06/11 > I want to advertise my Therapeutic Massage business to more cities than I currently serve. I plan to use this for a one year advertising budget. <br><br>My one and only late payment was on an account 5 1/2 years ago and was not my fault but the credit cards, and I was unable to have it removed. <br><br><br>",small_business,Advertising for growing business,917xx,CA,13.16,0,4-Jun,2,,,9,0,7171,52.3,13,f,0,0,4571.542829,4571.54,4000,571.54,0,0,0,15-Jan,131.34,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1053112,1284695,9350, 60 months,12.42,209.98,B,B4,Sport Durst Millennium Automotive Group,6 years,MORTGAGE,73000,Not Verified,Fully Paid,n,  Borrower added on 12/07/11 > Hello all. I am simply looking for a structured sloution for my credit card debt.  Thank you all in advance!!<br><br>  Borrower added on 12/18/11 > I would very much prefer to pay interest to all you individual investors than to the big banks.<br>,debt_consolidation,Stop paying interest to Chase,275xx,NC,18.84,0,Jun-93,0,,,10,0,37924,52,20,f,0,0,11385.68,11385.68,9350,2035.68,0,0,0,14-Jan,6355.02,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058317,1289904,27000, 36 months,11.71,893.06,B,B3,First Marblehead Corporation,8 years,MORTGAGE,130000,Source Verified,Fully Paid,n,  Borrower added on 12/06/11 > Will utilize to consolidate all credit card debt.<br> Borrower added on 12/07/11 > Current DTI is at 27%. Never been late on any obligations.<br>,debt_consolidation,Debt consolidation,023xx,MA,8.13,0,Dec-98,1,,,7,0,14090,70.1,31,f,0,0,30277.11,30277.11,27000,3277.11,0,0,0,13-Mar,17786.3,,16-Jan,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058846,1290441,15000, 36 months,12.42,501.23,B,B4,Edgewater Inn,7 years,MORTGAGE,61000,Verified,Fully Paid,n,  Borrower added on 12/06/11 > Time to take control of my debt.  Pay off high interest and start fresh.<br>,debt_consolidation,Clean Up,981xx,WA,17.35,0,5-Jul,0,,,5,0,11926,86.4,14,f,0,0,18039.9582,18039.96,15000,3039.96,0,0,0,15-Jan,516.66,,14-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
1058824,1290419,35000, 60 months,20.89,944.71,F,F1,Coast Learning Systems,5 years,RENT,90000,Source Verified,Charged Off,n,,debt_consolidation,2011 Debt Consolidation,911xx,CA,7.93,0,2-Apr,1,52,,9,0,17017,82.2,19,f,0,0,40669.77,40669.77,20871.91,19689.1,94.48,14.28,2.5704,15-Sep,944.71,,15-Dec,0,,1,INDIVIDUAL,,,,0,,,,,,,,,,,,,,,,,
